MaSV,tenSV,namsinh,diachi,sodienthoai,cmnd,kỳ một,kỳ hai,kỳ ba,kỳ bốn,Kỳ sau
2438,Elisa Müller,2002-02-17,"Thủ Đức , TPHCM",088649-0955,5.65919E+11,5,5,10,9,6
2439,Lucas Kim,2002-10-01,"Thủ Đức , TPHCM",087499-7400,1.80946E+11,6,9,5,8,6
2440,Sofia Rodriguez,2004-03-06,"Thủ Đức , TPHCM",087195-5383,4.35457E+11,5,5,7,9,8
2441,William Lee,2004-08-30,"Thủ Đức , TPHCM",089450-7427,7.26971E+11,8,8,10,7,5
2442,Emma Johnson,2002-03-22,"Thủ Đức , TPHCM",083668-0452,9.13757E+11,10,8,8,7,9
2443,Amir Kaur,2004-10-02,"Thủ Đức , TPHCM",084243-1384,9.66491E+11,9,5,9,8,6
2444,Johanna Schmidt,2002-03-04,"Thủ Đức , TPHCM",086452-7492,3.05291E+11,8,7,10,8,6
2445,Matteo Bianchi,2003-02-08,"Thủ Đức , TPHCM",084654-3494,5.91693E+11,7,8,7,7,7
2446,Maria Hernandez,2003-02-26,"Thủ Đức , TPHCM",087139-6698,1.34555E+11,10,10,7,6,9
2447,Youssef Ali,2001-07-12,"Thủ Đức , TPHCM",086864-4501,1.59715E+11,7,5,5,8,6
2448,Anna Müller,2002-02-10,"Thủ Đức , TPHCM",080022-7878,2.28492E+11,8,6,8,6,7
2449,Miguel Rodriguez,2002-02-28,"Thủ Đức , TPHCM",080348-0090,1.55743E+11,7,7,8,10,7
2450,Emily Wilson,2004-10-29,"Thủ Đức , TPHCM",087971-8548,5.16699E+11,8,10,9,9,5
2451,Ahmed Hassan,2002-07-27,"Thủ Đức , TPHCM",085498-6788,6.52998E+11,6,5,10,7,8
2452,Sarah Kim,2004-07-19,"Thủ Đức , TPHCM",083269-4420,1.34227E+11,10,6,5,10,9
2453,Lukas Becker,2003-12-10,"Thủ Đức , TPHCM",086871-5950,2.53818E+11,8,5,7,6,5
2454,Sofia Lopez,2001-05-15,"Thủ Đức , TPHCM",083516-1135,1.15299E+11,5,8,6,8,6
2455,Alexander Müller,2001-02-18,"Thủ Đức , TPHCM",086209-5787,2.21394E+11,10,7,8,10,10
2456,Isabella Rossi,2001-01-09,"Thủ Đức , TPHCM",080966-9823,5.00144E+11,8,7,7,7,7
2457,Liam Brown,2002-08-17,"Thủ Đức , TPHCM",080899-2684,6.8073E+11,5,5,8,8,5
2458,Leila Ali,2002-07-27,"Thủ Đức , TPHCM",088103-8438,7.64459E+11,10,5,5,10,8
2459,Chiara Bianchi,2002-02-02,"Thủ Đức , TPHCM",086999-5835,3.6174E+11,6,10,9,10,7
2460,Ahmed Al-Sayed,2001-12-17,"Thủ Đức , TPHCM",083575-2876,8.11416E+11,10,10,5,5,8
2461,María Fernández,2002-12-31,"Thủ Đức , TPHCM",080708-8009,5.32583E+11,7,9,6,9,8
2462,Lucas Martin,2001-11-30,"Thủ Đức , TPHCM",087170-2619,3.77123E+11,5,7,8,7,6
2463,Sofia Garcia,2001-06-20,"Thủ Đức , TPHCM",084604-6296,2.63817E+11,7,7,7,9,7
2464,Emma Müller,2003-11-01,"Thủ Đức , TPHCM",085101-4548,7.74085E+11,8,9,9,6,5
2465,Ali Hassan,2004-09-19,"Thủ Đức , TPHCM",081197-3364,2.95827E+11,5,6,9,9,10
2466,Johanna Weber,2002-04-02,"Thủ Đức , TPHCM",087539-3596,6.33236E+11,5,10,7,10,8
2467,Matteo Ferrari,2001-10-02,"Thủ Đức , TPHCM",080141-3472,6.90857E+11,9,9,10,10,5
2468,Maxime Dubois,2003-11-11,"Thủ Đức , TPHCM",081555-3840,6.19207E+11,8,9,5,8,7
2469,Elisa Müller,2003-03-03,"Thủ Đức , TPHCM",086892-2025,1.56399E+11,7,7,6,10,8
2470,Lucas Kim,2003-12-15,"Thủ Đức , TPHCM",083581-2975,6.27927E+11,9,5,5,6,6
2471,Sofia Rodriguez,2001-11-15,"Thủ Đức , TPHCM",088908-2403,4.61511E+11,8,5,7,6,9
2472,William Lee,2003-07-21,"Thủ Đức , TPHCM",085626-4040,1.85894E+11,7,9,10,5,7
2473,Emma Johnson,2001-09-26,"Thủ Đức , TPHCM",080084-2290,1.43715E+11,9,7,10,8,5
2474,Amir Kaur,2001-06-19,"Thủ Đức , TPHCM",081677-0151,2.22964E+11,8,6,9,6,9
2475,Johanna Schmidt,2002-07-13,"Thủ Đức , TPHCM",082496-7633,1.18425E+11,9,10,7,9,8
2476,Matteo Bianchi,2001-10-22,"Thủ Đức , TPHCM",080392-0048,7.50977E+11,9,6,7,9,9
2477,Maria Hernandez,2002-06-23,"Thủ Đức , TPHCM",083676-4841,5.17194E+11,5,9,9,7,8
2478,Youssef Ali,2002-10-01,"Thủ Đức , TPHCM",083753-8134,5.70975E+11,10,7,8,9,8
2479,Anna Müller,2001-10-20,"Thủ Đức , TPHCM",086378-7498,5.17435E+11,7,10,10,7,9
2480,Miguel Rodriguez,2002-09-25,"Thủ Đức , TPHCM",086955-5938,8.61502E+11,6,5,6,10,9
2481,Emily Wilson,2003-11-03,"Thủ Đức , TPHCM",084498-4256,8.0624E+11,5,5,6,8,5
2482,Ahmed Hassan,2004-09-27,"Thủ Đức , TPHCM",085628-7682,3.77938E+11,7,9,9,8,7
2483,Sarah Kim,2004-03-19,"Thủ Đức , TPHCM",089241-2520,9.97027E+11,6,7,9,7,9
2484,Lukas Becker,2001-07-30,"Thủ Đức , TPHCM",081063-2714,8.67962E+11,5,7,10,9,9
2485,Sofia Lopez,2001-10-13,"Thủ Đức , TPHCM",083423-8408,9.14477E+11,7,5,9,10,10
2486,Alexander Müller,2001-03-09,"Thủ Đức , TPHCM",084151-8302,3.31104E+11,9,9,5,10,7
2487,Isabella Rossi,2003-03-17,"Thủ Đức , TPHCM",080196-1765,1.11677E+11,7,7,8,9,7
2488,Liam Brown,2002-04-22,"Thủ Đức , TPHCM",089698-0768,7.91327E+11,10,5,7,9,5
2489,Leila Ali,2002-08-02,"Thủ Đức , TPHCM",089475-8940,2.77259E+11,10,6,9,8,5
2490,Chiara Bianchi,2001-11-10,"Thủ Đức , TPHCM",086453-4511,3.47766E+11,8,7,10,6,6
2491,Ahmed Al-Sayed,2001-02-03,"Thủ Đức , TPHCM",081751-7194,9.07521E+11,5,9,9,9,10
2492,María Fernández,2003-02-18,"Thủ Đức , TPHCM",088450-1270,7.7243E+11,10,9,7,7,8
2493,Lucas Martin,2001-12-17,"Thủ Đức , TPHCM",081802-8687,7.10611E+11,5,10,8,8,9
2494,Sofia Garcia,2001-08-03,"Thủ Đức , TPHCM",084908-1637,5.80596E+11,8,7,7,7,10
2495,Emma Müller,2001-01-06,"Thủ Đức , TPHCM",086098-7738,8.78997E+11,8,9,10,7,6
2496,Ali Hassan,2002-08-11,"Thủ Đức , TPHCM",087912-8225,9.43772E+11,5,8,7,7,8
2497,Johanna Weber,2001-09-13,"Thủ Đức , TPHCM",084026-7664,4.28056E+11,10,5,6,10,10
2498,Matteo Ferrari,2004-05-22,"Thủ Đức , TPHCM",088215-8855,5.72324E+11,10,5,6,9,5
2499,Maxime Dubois,2002-01-01,"Thủ Đức , TPHCM",088797-5041,6.18489E+11,10,9,9,6,7
2500,Elisa Müller,2002-03-12,"Thủ Đức , TPHCM",080065-5691,7.34918E+11,5,9,5,9,8
2501,Lucas Kim,2002-06-24,"Thủ Đức , TPHCM",086006-4974,1.09466E+11,5,10,9,9,6
2502,Sofia Rodriguez,2002-12-04,"Thủ Đức , TPHCM",080557-0052,2.55238E+11,5,9,7,10,7
2503,William Lee,2004-11-24,"Thủ Đức , TPHCM",089900-0244,4.97238E+11,8,9,8,8,8
2504,Emma Johnson,2001-05-13,"Thủ Đức , TPHCM",084505-0529,8.16097E+11,5,5,6,10,8
2505,Amir Kaur,2003-01-02,"Thủ Đức , TPHCM",088786-7126,9.83723E+11,7,7,8,5,5
2506,Johanna Schmidt,2002-08-03,"Thủ Đức , TPHCM",082441-1490,3.2338E+11,8,10,7,8,10
2507,Matteo Bianchi,2004-11-25,"Thủ Đức , TPHCM",089447-9061,7.50261E+11,10,7,10,7,6
2508,Maria Hernandez,2001-04-30,"Thủ Đức , TPHCM",084957-3560,1.93381E+11,9,10,10,7,9
2509,Youssef Ali,2002-09-04,"Thủ Đức , TPHCM",085476-9266,4.56389E+11,7,6,10,5,9
2510,Anna Müller,2001-03-14,"Thủ Đức , TPHCM",083786-3922,3.57334E+11,5,6,7,9,8
2511,Miguel Rodriguez,2001-01-29,"Thủ Đức , TPHCM",081005-4539,8.19782E+11,10,5,5,5,9
2512,Emily Wilson,2003-12-24,"Thủ Đức , TPHCM",082704-3876,7.54775E+11,6,7,10,6,7
2513,Ahmed Hassan,2003-02-08,"Thủ Đức , TPHCM",088782-1236,9.71955E+11,7,9,5,10,7
2514,Sarah Kim,2004-04-22,"Thủ Đức , TPHCM",086159-5128,9.75199E+11,8,10,9,8,7
2515,Lukas Becker,2002-09-23,"Thủ Đức , TPHCM",087278-1229,4.61707E+11,6,5,8,9,5
2516,Sofia Lopez,2001-08-16,"Thủ Đức , TPHCM",085172-4631,5.69504E+11,10,8,8,9,9
2517,Alexander Müller,2002-06-04,"Thủ Đức , TPHCM",080099-2774,6.54489E+11,8,5,8,9,5
2518,Isabella Rossi,2002-11-24,"Thủ Đức , TPHCM",082419-9435,4.01794E+11,10,5,5,10,10
2519,Liam Brown,2002-08-23,"Thủ Đức , TPHCM",081541-4376,1.09887E+11,7,5,7,6,9
2520,Leila Ali,2002-10-05,"Thủ Đức , TPHCM",089069-9372,4.01013E+11,6,7,7,5,6
2521,Chiara Bianchi,2001-01-22,"Thủ Đức , TPHCM",081492-8370,7.68167E+11,7,9,6,9,6
2522,Ahmed Al-Sayed,2004-11-12,"Thủ Đức , TPHCM",080025-7107,2.32943E+11,10,5,9,7,10
2523,María Fernández,2003-09-23,"Thủ Đức , TPHCM",084037-6199,5.3263E+11,10,9,6,8,7
2524,Lucas Martin,2004-11-22,"Thủ Đức , TPHCM",085334-8952,7.93113E+11,10,8,10,6,6
2525,Sofia Garcia,2001-07-16,"Thủ Đức , TPHCM",086044-7193,1.129E+11,10,10,7,8,7
2526,Emma Müller,2001-06-08,"Thủ Đức , TPHCM",082250-9512,8.13066E+11,5,8,5,5,8
2527,Ali Hassan,2000-11-14,"Thủ Đức , TPHCM",087984-0601,7.88375E+11,7,8,7,6,9
2528,Johanna Weber,2001-09-26,"Thủ Đức , TPHCM",084770-7345,5.98324E+11,10,6,5,6,8
2529,Matteo Ferrari,2002-09-23,"Thủ Đức , TPHCM",085499-7657,1.93937E+11,8,9,8,6,9
2530,Sofia Garcia,2002-08-04,"Thủ Đức , TPHCM",080417-8570,6.20956E+11,8,10,10,7,5
2531,Emma Müller,2004-01-30,"Thủ Đức , TPHCM",087158-9904,4.37868E+11,9,7,5,5,6
2532,Ali Hassan,2001-08-27,"Thủ Đức , TPHCM",083851-3020,4.65278E+11,7,10,6,5,9
2533,Johanna Weber,2002-09-16,"Thủ Đức , TPHCM",084783-1268,2.18564E+11,10,6,7,5,5
2534,Matteo Ferrari,2003-07-22,"Thủ Đức , TPHCM",082081-1887,6.40116E+11,6,8,7,8,9
2535,Maxime Dubois,2001-02-11,"Thủ Đức , TPHCM",089891-3081,2.10725E+11,5,10,8,8,7
2536,Elisa Müller,2001-08-04,"Thủ Đức , TPHCM",085851-8738,8.07531E+11,8,9,5,8,8
2537,Lucas Kim,2004-08-23,"Thủ Đức , TPHCM",086190-5676,4.89196E+11,7,5,10,9,6
2538,Sofia Rodriguez,2001-08-02,"Thủ Đức , TPHCM",082437-3019,5.45459E+11,6,10,7,7,9
2539,William Lee,2001-03-24,"Thủ Đức , TPHCM",089057-3193,3.10519E+11,8,6,9,9,5
2540,Emma Johnson,2000-12-27,"Thủ Đức , TPHCM",089820-1258,9.81983E+11,8,8,10,6,5
2541,Amir Kaur,2001-01-18,"Thủ Đức , TPHCM",088575-7993,7.46197E+11,10,6,8,9,9
2542,Johanna Schmidt,2003-10-21,"Thủ Đức , TPHCM",083852-2021,8.38854E+11,6,6,6,5,5
2543,Matteo Bianchi,2002-03-09,"Thủ Đức , TPHCM",088972-6193,5.7902E+11,10,10,9,9,7
2544,Maria Hernandez,2004-03-03,"Thủ Đức , TPHCM",083063-1094,2.01336E+11,9,7,7,5,10
2545,Youssef Ali,2004-06-02,"Thủ Đức , TPHCM",080185-0049,4.28883E+11,7,10,9,9,10
2546,Anna Müller,2002-07-18,"Thủ Đức , TPHCM",082544-1271,5.38002E+11,7,8,10,5,10
2547,Miguel Rodriguez,2003-11-14,"Thủ Đức , TPHCM",085141-9530,4.91777E+11,9,9,6,9,8
2548,Emily Wilson,2003-03-09,"Thủ Đức , TPHCM",085938-0312,2.30809E+11,8,9,10,9,9
2549,Ahmed Hassan,2003-02-26,"Thủ Đức , TPHCM",087654-0860,3.01669E+11,6,9,5,9,9
2550,Sarah Kim,2001-06-18,"Thủ Đức , TPHCM",086568-6388,7.58955E+11,5,9,9,10,5
2551,Lukas Becker,2001-08-14,"Thủ Đức , TPHCM",085131-1357,2.57813E+11,5,7,9,5,8
2552,Sofia Lopez,2003-12-15,"Thủ Đức , TPHCM",082286-9456,2.37078E+11,9,8,7,8,8
2553,Alexander Müller,2003-04-10,"Thủ Đức , TPHCM",084528-7041,5.26192E+11,9,9,9,7,5
2554,Isabella Rossi,2003-05-03,"Thủ Đức , TPHCM",083644-8641,7.123E+11,10,8,6,8,10
2555,Liam Brown,2004-08-01,"Thủ Đức , TPHCM",087375-5143,9.74337E+11,7,8,10,7,9
2556,Leila Ali,2004-03-27,"Thủ Đức , TPHCM",080621-8297,9.1806E+11,5,10,10,5,8
2557,Chiara Bianchi,2001-12-18,"Thủ Đức , TPHCM",089882-4216,5.43937E+11,10,7,6,7,8
2558,Ahmed Al-Sayed,2002-12-09,"Thủ Đức , TPHCM",083872-8770,1.17705E+11,7,6,6,10,8
2559,María Fernández,2001-02-06,"Thủ Đức , TPHCM",087473-5875,6.88668E+11,9,9,8,5,8
2560,Lucas Martin,2002-06-02,"Thủ Đức , TPHCM",085598-7445,3.99492E+11,7,10,9,8,5
2561,Sofia Garcia,2003-10-24,"Thủ Đức , TPHCM",080231-2470,2.47808E+11,6,7,9,6,7
2562,Emma Müller,2003-03-20,"Thủ Đức , TPHCM",081752-1717,5.04973E+11,6,5,6,5,5
2563,Ali Hassan,2002-12-06,"Thủ Đức , TPHCM",087772-0369,7.24563E+11,6,6,8,9,7
2564,Johanna Weber,2002-10-01,"Thủ Đức , TPHCM",087055-4032,4.49866E+11,10,5,5,5,8
2565,Matteo Ferrari,2001-12-30,"Thủ Đức , TPHCM",086319-4377,7.13745E+11,8,8,7,6,6
2566,Maxime Dubois,2004-09-03,"Thủ Đức , TPHCM",086365-7819,4.06899E+11,9,5,9,7,10
2567,Elisa Müller,2001-09-18,"Thủ Đức , TPHCM",084526-5791,6.18568E+11,9,5,8,5,6
2568,Lucas Kim,2003-06-15,"Thủ Đức , TPHCM",087750-7599,6.93113E+11,8,5,7,10,10
2569,Sofia Rodriguez,2001-03-07,"Thủ Đức , TPHCM",083083-3024,4.21755E+11,10,6,8,10,9
2570,William Lee,2002-09-10,"Thủ Đức , TPHCM",086847-6203,6.16985E+11,9,5,9,8,5
2571,Emma Johnson,2003-09-30,"Thủ Đức , TPHCM",086127-4107,4.9645E+11,7,6,9,9,5
2572,Amir Kaur,2001-10-03,"Thủ Đức , TPHCM",084616-5265,1.57988E+11,9,9,7,5,6
2573,Johanna Schmidt,2001-10-22,"Thủ Đức , TPHCM",081234-9862,4.41018E+11,10,7,6,5,7
2574,Matteo Bianchi,2001-11-01,"Thủ Đức , TPHCM",087299-8586,7.36332E+11,8,10,5,10,7
2575,Maria Hernandez,2001-10-30,"Thủ Đức , TPHCM",086454-8850,5.01719E+11,9,9,10,6,7
2576,Youssef Ali,2001-05-08,"Thủ Đức , TPHCM",084937-9538,4.17244E+11,8,7,5,6,10
2577,Anna Müller,2001-10-04,"Thủ Đức , TPHCM",086152-5453,1.17471E+11,5,5,8,6,6
2578,Miguel Rodriguez,2003-05-30,"Thủ Đức , TPHCM",084822-5682,7.76287E+11,7,6,6,9,7
2579,Emily Wilson,2001-03-02,"Thủ Đức , TPHCM",088788-4809,4.0763E+11,10,5,7,10,10
2580,Ahmed Hassan,2001-06-10,"Thủ Đức , TPHCM",086940-8530,6.48311E+11,8,9,10,8,9
2581,Sarah Kim,2002-02-24,"Thủ Đức , TPHCM",087594-1080,6.88368E+11,9,7,8,5,8
2582,Lukas Becker,2002-10-09,"Thủ Đức , TPHCM",080082-2783,8.73986E+11,10,10,8,5,6
2583,Sofia Lopez,2002-03-31,"Thủ Đức , TPHCM",082168-3226,2.46262E+11,6,9,8,6,9
2584,Alexander Müller,2004-04-11,"Thủ Đức , TPHCM",083941-5148,6.44184E+11,7,7,6,6,5
2585,Isabella Rossi,2004-06-07,"Thủ Đức , TPHCM",087173-7628,1.29905E+11,5,10,10,6,8
2586,Liam Brown,2003-11-15,"Thủ Đức , TPHCM",080102-0128,2.98262E+11,6,8,5,9,6
2587,Leila Ali,2003-03-22,"Thủ Đức , TPHCM",080411-9043,8.61296E+11,6,6,8,6,9
2588,Chiara Bianchi,2001-02-23,"Thủ Đức , TPHCM",080887-5802,3.31063E+11,5,8,6,6,10
2589,Ahmed Al-Sayed,2004-05-08,"Thủ Đức , TPHCM",085357-1132,8.89092E+11,9,6,5,10,9
2590,María Fernández,2001-02-17,"Thủ Đức , TPHCM",088457-9001,4.12987E+11,8,7,5,7,9
2591,Lucas Martin,2004-03-10,"Thủ Đức , TPHCM",087784-8881,5.79849E+11,5,10,5,8,9
2592,Sofia Garcia,2004-11-15,"Thủ Đức , TPHCM",088903-1531,1.11357E+11,8,7,6,5,5
2593,Emma Müller,2004-09-06,"Thủ Đức , TPHCM",086012-2198,4.94432E+11,8,5,10,6,6
2594,Ali Hassan,2003-09-12,"Thủ Đức , TPHCM",081673-6884,2.70636E+11,10,6,5,6,6
2595,Johanna Weber,2003-01-21,"Thủ Đức , TPHCM",084325-3958,5.12105E+11,5,6,7,9,7
2596,Matteo Ferrari,2001-10-10,"Thủ Đức , TPHCM",080511-3590,2.33157E+11,10,7,9,7,5
2597,Maxime Dubois,2004-04-24,"Thủ Đức , TPHCM",086819-8702,9.63841E+11,8,7,5,8,8
2598,Elisa Müller,2001-03-03,"Thủ Đức , TPHCM",082140-2005,1.85662E+11,9,10,9,7,10
2599,Lucas Kim,2001-04-24,"Thủ Đức , TPHCM",081695-3984,7.60809E+11,5,7,6,5,8
2600,Sofia Rodriguez,2003-10-31,"Thủ Đức , TPHCM",080093-0533,8.77318E+11,6,8,9,9,7
2601,William Lee,2002-01-15,"Thủ Đức , TPHCM",083581-7546,9.41011E+11,8,5,7,10,9
2602,Emma Johnson,2001-07-27,"Thủ Đức , TPHCM",089218-9862,2.10014E+11,7,9,6,7,9
2603,Amir Kaur,2004-02-25,"Thủ Đức , TPHCM",089844-4814,2.22656E+11,8,5,8,10,6
2604,Johanna Schmidt,2004-03-16,"Thủ Đức , TPHCM",084674-7311,2.94666E+11,8,5,6,8,10
2605,Matteo Bianchi,2004-03-29,"Thủ Đức , TPHCM",082492-1583,9.69739E+11,10,6,10,9,6
2606,Maria Hernandez,2001-04-18,"Thủ Đức , TPHCM",083302-1068,1.52443E+11,8,9,10,9,8
2607,Youssef Ali,2001-12-20,"Thủ Đức , TPHCM",083189-5225,2.74832E+11,5,5,5,8,6
2608,Anna Müller,2003-08-03,"Thủ Đức , TPHCM",085456-0205,9.70999E+11,7,9,5,9,5
2609,Miguel Rodriguez,2002-06-16,"Thủ Đức , TPHCM",084337-4500,5.66473E+11,5,10,5,10,5
2610,Emily Wilson,2004-03-25,"Thủ Đức , TPHCM",087585-8576,7.96003E+11,9,10,7,10,7
2611,Ahmed Hassan,2001-04-22,"Thủ Đức , TPHCM",083720-5317,6.43985E+11,7,10,9,7,9
2612,Sarah Kim,2002-06-12,"Thủ Đức , TPHCM",080712-7505,2.1057E+11,8,8,5,7,8
2613,Lukas Becker,2003-04-08,"Thủ Đức , TPHCM",082760-0388,3.0403E+11,8,9,7,5,9
2614,Sofia Lopez,2001-04-12,"Thủ Đức , TPHCM",089342-0107,6.97685E+11,6,6,9,10,6
2615,Alexander Müller,2001-01-27,"Thủ Đức , TPHCM",087547-9272,4.45661E+11,8,9,7,10,10
2616,Isabella Rossi,2002-07-20,"Thủ Đức , TPHCM",088705-0986,9.44128E+11,10,8,7,9,7
2617,Liam Brown,2002-12-13,"Thủ Đức , TPHCM",083640-8159,4.45618E+11,5,9,10,9,9
2618,Leila Ali,2001-03-17,"Thủ Đức , TPHCM",085881-8868,1.50492E+11,9,7,8,10,5
2619,Chiara Bianchi,2001-01-10,"Thủ Đức , TPHCM",080926-2135,2.6927E+11,7,9,6,7,9
2620,Ahmed Al-Sayed,2001-08-27,"Thủ Đức , TPHCM",086791-4085,3.68388E+11,5,10,5,5,10
2621,María Fernández,2001-11-08,"Thủ Đức , TPHCM",081885-5699,4.30982E+11,8,8,9,5,7
2622,Lucas Martin,2004-08-19,"Thủ Đức , TPHCM",088547-4751,6.62278E+11,5,5,7,6,6
2623,Sofia Garcia,2001-02-19,"Thủ Đức , TPHCM",083046-1860,7.35656E+11,7,6,9,6,5
2624,Emma Müller,2003-08-04,"Thủ Đức , TPHCM",082903-1349,1.45918E+11,10,8,6,10,5
2625,Ali Hassan,2003-07-20,"Thủ Đức , TPHCM",080437-5343,7.80165E+11,6,10,10,6,9
2626,Johanna Weber,2001-01-16,"Thủ Đức , TPHCM",080936-9771,7.90516E+11,7,7,6,9,9
2627,Matteo Ferrari,2003-04-02,"Thủ Đức , TPHCM",083876-6307,9.56625E+11,7,9,6,7,6
2628,Maxime Dubois,2002-08-11,"Thủ Đức , TPHCM",081994-7796,2.18792E+11,6,8,8,10,9
2629,Elisa Müller,2003-08-15,"Thủ Đức , TPHCM",089041-0221,1.44856E+11,7,7,7,7,6
2630,Lucas Kim,2004-05-01,"Thủ Đức , TPHCM",084396-5152,3.64097E+11,8,10,5,6,5
2631,Sofia Rodriguez,2001-07-21,"Thủ Đức , TPHCM",089601-2879,2.13772E+11,5,5,9,5,7
2632,William Lee,2002-08-01,"Thủ Đức , TPHCM",088723-1981,7.10349E+11,7,7,7,5,7
2633,Emma Johnson,2002-12-22,"Thủ Đức , TPHCM",088400-7791,5.95037E+11,10,8,7,6,7
2634,Amir Kaur,2002-02-06,"Thủ Đức , TPHCM",087355-1323,2.02672E+11,8,8,9,5,5
2635,Johanna Schmidt,2003-01-13,"Thủ Đức , TPHCM",089077-3966,4.90592E+11,10,7,9,7,8
2636,Matteo Bianchi,2002-12-20,"Thủ Đức , TPHCM",080932-3279,8.54212E+11,7,8,7,6,6
2637,Maria Hernandez,2003-07-04,"Thủ Đức , TPHCM",085846-8973,7.42121E+11,9,6,7,9,7
2638,Youssef Ali,2001-06-05,"Thủ Đức , TPHCM",082871-3742,7.43722E+11,8,9,10,9,5
2639,Anna Müller,2002-05-18,"Thủ Đức , TPHCM",082451-5152,6.13666E+11,6,8,5,7,7
2640,Miguel Rodriguez,2003-10-12,"Thủ Đức , TPHCM",084458-7957,4.26097E+11,10,8,10,8,6
2641,Emily Wilson,2002-08-04,"Thủ Đức , TPHCM",081620-5963,9.9528E+11,8,9,10,5,7
2642,Ahmed Hassan,2000-11-16,"Thủ Đức , TPHCM",083525-6246,1.95344E+11,5,6,6,8,5
2643,Sarah Kim,2001-02-23,"Thủ Đức , TPHCM",088848-8385,2.63796E+11,7,9,9,8,6
2644,Lukas Becker,2004-05-15,"Thủ Đức , TPHCM",084188-9715,7.48872E+11,8,8,9,9,5
2645,Sofia Lopez,2002-02-10,"Thủ Đức , TPHCM",089479-7337,8.42845E+11,10,9,8,6,10
2646,Alexander Müller,2004-02-20,"Thủ Đức , TPHCM",081960-6420,8.62341E+11,10,8,5,7,10
2647,Isabella Rossi,2003-02-07,"Thủ Đức , TPHCM",088015-7375,6.91797E+11,10,8,8,6,6
2648,Liam Brown,2002-04-21,"Thủ Đức , TPHCM",080400-5902,2.749E+11,10,7,5,8,6
2649,Leila Ali,2004-03-11,"Thủ Đức , TPHCM",087480-9907,9.89421E+11,8,10,7,5,7
2650,Chiara Bianchi,2003-01-10,"Thủ Đức , TPHCM",088742-0988,1.01698E+11,9,5,7,9,9
2651,Ahmed Al-Sayed,2001-03-06,"Thủ Đức , TPHCM",081701-9856,7.99459E+11,5,6,10,10,5
2652,María Fernández,2002-09-28,"Thủ Đức , TPHCM",084078-0999,5.51101E+11,10,8,10,8,8
2653,Lucas Martin,2003-03-02,"Thủ Đức , TPHCM",088786-8838,7.86803E+11,10,10,9,8,8
2654,Sofia Garcia,2003-12-13,"Thủ Đức , TPHCM",089991-4354,3.63811E+11,5,7,7,10,5
2655,Emma Müller,2000-12-13,"Thủ Đức , TPHCM",082696-2519,7.80544E+11,6,9,7,7,10
2656,Ali Hassan,2004-04-05,"Thủ Đức , TPHCM",089607-0946,7.46717E+11,7,9,5,5,10
2657,Johanna Weber,2004-04-28,"Thủ Đức , TPHCM",080103-9854,9.51839E+11,7,7,10,8,5
2658,Matteo Ferrari,2001-12-01,"Thủ Đức , TPHCM",081658-4163,3.6593E+11,10,6,9,10,7
2659,Sofia Garcia,2002-10-23,"Thủ Đức , TPHCM",087574-3862,7.29273E+11,8,7,5,5,10
2660,Emma Müller,2003-10-04,"Thủ Đức , TPHCM",082481-5326,4.9858E+11,9,7,7,10,10
2661,Ali Hassan,2002-07-08,"Thủ Đức , TPHCM",087528-9175,5.06666E+11,8,10,7,6,8
2662,Johanna Weber,2001-10-26,"Thủ Đức , TPHCM",080566-8842,9.79301E+11,7,9,9,6,8
2663,Matteo Ferrari,2002-08-10,"Thủ Đức , TPHCM",087566-5229,6.12084E+11,8,8,9,9,5
2664,Maxime Dubois,2001-04-19,"Thủ Đức , TPHCM",081711-6041,3.7417E+11,9,10,10,8,8
2665,Elisa Müller,2003-02-18,"Thủ Đức , TPHCM",083275-1693,8.69066E+11,7,7,10,8,9
2666,Lucas Kim,2003-03-19,"Thủ Đức , TPHCM",088347-1435,6.69343E+11,5,10,10,7,6
2667,Sofia Rodriguez,2002-09-15,"Thủ Đức , TPHCM",088773-9696,5.16225E+11,9,7,9,9,10
2668,William Lee,2002-04-13,"Thủ Đức , TPHCM",080653-2857,3.52958E+11,8,5,8,9,8
2669,Emma Johnson,2004-06-21,"Thủ Đức , TPHCM",083127-1955,9.10635E+11,10,9,10,10,7
2670,Amir Kaur,2004-05-03,"Thủ Đức , TPHCM",088789-6479,4.23232E+11,5,5,7,10,9
2671,Johanna Schmidt,2001-11-11,"Thủ Đức , TPHCM",082406-3748,3.74238E+11,5,10,10,7,6
2672,Matteo Bianchi,2002-08-29,"Thủ Đức , TPHCM",086156-4377,7.55942E+11,10,8,10,6,6
2673,Maria Hernandez,2002-12-15,"Thủ Đức , TPHCM",082240-4693,4.3906E+11,10,9,6,5,6
2674,Youssef Ali,2002-12-13,"Thủ Đức , TPHCM",087887-1554,3.80187E+11,6,8,5,8,5
2675,Anna Müller,2002-08-14,"Thủ Đức , TPHCM",080161-6904,8.54162E+11,7,9,7,7,10
2676,Miguel Rodriguez,2004-09-04,"Thủ Đức , TPHCM",081316-3459,5.81718E+11,6,9,6,7,10
2677,Emily Wilson,2004-04-06,"Thủ Đức , TPHCM",087634-4276,9.81893E+11,6,8,9,6,7
2678,Ahmed Hassan,2003-08-05,"Thủ Đức , TPHCM",089041-2635,4.19528E+11,9,10,8,5,5
2679,Sarah Kim,2000-12-17,"Thủ Đức , TPHCM",085963-8986,7.85314E+11,6,8,8,5,6
